,id,director
1039,11561,Woody Allen
1040,11302,Woody Allen
1041,623,Charles Crichton
1042,583,Terry Jones
1043,12614,Blake Edwards
1044,21711,Michael Ritchie
1045,11575,Blake Edwards
1046,475,Arthur Penn
1047,11331,John Sturges
1048,521,Alfred Hitchcock
1049,21202,Frédéric Mitterrand
1050,88,Emile Ardolino
1051,500,Quentin Tarantino
1052,792,Oliver Stone
1053,8491,Ted Kotcheff
1054,402,Paul Verhoeven
1055,10537,Oliver Stone
1056,11386,Neil Jordan
1057,9504,James Foley
1058,15764,Alan J. Pakula
1059,601,Steven Spielberg
1060,67365,Sam Henry Kass
1061,25842,Edwin L. Marin
1062,2119,Tony Scott
1063,744,Tony Scott
1064,136311,Michael Covert
1065,221,Nicholas Ray
1066,702,Elia Kazan
1067,25750,Greg Spence
1068,17642,Hugo Van Lawick
1069,427043,Michael Kreihsl
1070,146341,Temístocles López
1071,9305,Marie Pérennou
1072,37616,Alan Taylor
1073,11112,Donald Petrie
1074,21612,Abel Ferrara
1075,141210,Chris Cullari
1076,102461,Benoît Jacquot
1077,36998,Jaco Van Dormael
1078,200383,Nils Gaup
1079,116844,Peter Cohn
1080,1630,Miloš Forman
1081,26626,Rich Wilkes
1082,124837,David Van Taylor
1083,11816,Mark Rydell
1084,11843,Blake Edwards
1085,10379,Ate de Jong
1086,2756,James Cameron
1087,790,John Carpenter
1088,1103,John Carpenter
1089,11298,Joe Dante
1090,4480,Claude Berri
1091,4481,Claude Berri
1092,49688,Gustavo Graef-Marino
1093,10765,Howard Zieff
1094,762,Terry Jones
1095,44497,Rick Castro
1096,85588,Russ Hexter
1097,278621,Sharon Pollack
1098,99479,Michael Ray Rhodes
1099,55049,Raúl Ruiz
1100,124829,Susan W. Dryfoos
1101,356054,John L'Ecuyer
1102,10548,Leon Gast
1103,531,Nick Park
1104,104931,Jean-Luc Godard
1105,4483,Daniel Vigne
1106,18919,Jan Švankmajer
1107,31556,Alfred L. Werker
1108,26167,Anthony Mann
1109,26174,Anthony Mann
1110,61461,Vittorio De Sica
1111,117500,Jean Delannoy
1112,218713,Norman Z. McLeod
1113,217802,Elliott Nugent
1114,127973,Leo McCarey
1115,659,Volker Schlöndorff
1116,30892,Peter Medak
1117,86369,Martine Dugowson
1118,8074,Jean-Luc Godard
1119,124676,Nina Menkes
1120,38554,Garry Marshall
1121,49763,Eric Red
1122,41326,Lawrence Silk
1123,36555,Phillip Rhee
1124,10608,Tim Robbins
1125,11216,Giuseppe Tornatore
1126,7452,Peter Greenaway
1127,64567,Michel Blanc
1128,892,Marc Caro
1129,1600,Krzysztof Kieślowski
1130,26561,Mike Newell
1131,975,Stanley Kubrick
1132,18129,Stephen Frears
1133,54405,Peter Chelsom
1134,150823,Fred Olen Ray
1135,409,Anthony Minghella
1136,38251,Gabriele Salvatores
1137,10161,Jim Sheridan
1138,1412,Steven Soderbergh
1139,41768,John Sayles
1140,10409,Baz Luhrmann
1141,14285,Errol Morris
1142,2469,Pedro Almodóvar
1143,10174,Mark Aldo Miceli
1144,31225,Jennie Livingston
1145,510,Miloš Forman
1146,11455,Lou Adler
1147,1891,Irvin Kershner
1148,2493,Rob Reiner
1149,85,Steven Spielberg
1150,68,Terry Gilliam
1151,679,James Cameron
1152,429,Sergio Leone
1153,13446,Bruce Robinson
1154,389,Sidney Lumet
1155,947,David Lean
1156,185,Stanley Kubrick
1157,595,Robert Mulligan
1158,28,Francis Ford Coppola
1159,335,Sergio Leone
1160,1892,Richard Marquand
1161,144,Wim Wenders
1162,1092,Carol Reed
1163,769,Martin Scorsese
1164,348,Ridley Scott
1165,766,Sam Raimi
1166,175,Luc Besson
1167,11645,Akira Kurosawa
1168,10835,John Woo
1169,539,Alfred Hitchcock
1170,525,John Landis
1171,240,Francis Ford Coppola
1172,600,Stanley Kubrick
1173,530,Nick Park
1174,10705,Kenneth Branagh
1175,279,Miloš Forman
1176,3109,John Ford
1177,311,Sergio Leone
1178,1578,Martin Scorsese
1179,703,Woody Allen
1180,9549,Philip Kaufman
1181,1398,Andrei Tarkovsky
1182,387,Wolfgang Petersen
1183,9277,George Roy Hill
1184,343,Hal Ashby
1185,37291,Hal Hartley
1186,490,Ingmar Bergman
1187,11235,Bill Forsyth
1188,218,James Cameron
1189,763,Peter Jackson
1190,9665,Edward Zwick
1191,18971,Tom Stoppard
1192,696,Woody Allen
1193,379,Joel Coen
1194,207,Peter Weir
1195,37247,Mike Nichols
1196,1480,Orson Welles
1197,9322,Luc Besson
1198,826,David Lean
1199,422,Federico Fellini
1200,829,Roman Polanski
1201,828,Robert Wise
1202,3090,John Huston
1203,9964,Peter Jackson
1204,3063,Leo McCarey
1205,13667,Savage Steve Holland
1206,694,Stanley Kubrick
1207,235,Rob Reiner
1208,832,Fritz Lang
1209,765,Sam Raimi
1210,5925,John Sturges
1211,11778,Michael Cimino
1212,4485,Jean-Jacques Beineix
1213,137,Harold Ramis
1214,33,Clint Eastwood
1215,982,John Frankenheimer
1216,8428,Allan Moyle
1217,212,Frank Capra
1218,105,Robert Zemeckis
1219,1633,Jon Avnet
1220,11202,Franklin J. Schaffner
1221,1554,Jim Jarmusch
1222,149,Katsuhiro Ōtomo
1223,8009,Russell Mulcahy
1224,903,Stuart Rosenberg
1225,11673,Jean-Paul Rappeneau
1226,3034,Mel Brooks
1227,339,Jim Jarmusch
1228,10404,Zhang Yimou
1229,914,Charlie Chaplin
1230,756,David Hand
1231,288,Fred Zinnemann
1232,910,Howard Hawks
1233,2640,Michael Lehmann
1234,16633,Jeannot Szwarc
1235,665,William Wyler
1236,11031,Rob Reiner
1237,11314,Godfrey Reggio
1238,15143,Howard Deutch
1239,89,Steven Spielberg
1240,10322,Hal Ashby
1241,783,Richard Attenborough
1242,10644,Philip Kaufman
1243,11257,James Ivory
1244,14370,Martha Coolidge
1245,12104,Alan Parker
1246,625,Roland Joffé
1247,8816,Lasse Hallström
1248,830,Fred M. Wilcox
1249,2323,Phil Alden Robinson
1250,983,John Huston
1251,642,George Roy Hill
1252,655,Wim Wenders
1253,10341,Wim Wenders
1254,639,Rob Reiner
1255,266022,Keoni Waxman
1256,168450,John G. Young
1257,30180,Doug Pray
1258,31388,John Murlowski
1259,41801,Susan Streitfeld
1260,66034,Larry Bishop
1261,348138,Jon Sherman
1262,96288,Greta Schiller
1263,61536,Herb Gardner
1264,18762,Carl Prechezer
1265,8077,David Fincher
1266,814,John Landis
1267,41671,Tony Randel
1268,27214,Richard Fleischer
1269,52263,Steve White
1270,33519,John Murlowski
1271,16235,Damiano Damiani
1272,11449,Stuart Rosenberg
1273,41848,Tom Bery
1274,25944,Paul Morrissey
1275,24913,Fred Walton
1276,49126,Robert Wise
1277,32076,John Schlesinger
1278,571,Alfred Hitchcock
1279,8851,Irvin S. Yeaworth Jr.
1280,37843,Jeffrey Bloom
1281,32146,Eric Red
1282,30346,Robert Wise
1283,6114,Francis Ford Coppola
1284,229,James Whale
1285,13549,Dan Curtis
1286,9529,Bernard Rose
1287,1598,Martin Scorsese
1288,11349,J. Lee Thompson
1289,7340,Brian De Palma
1290,6217,Paul Schrader
1291,377,Wes Craven
1292,653,F.W. Murnau
1293,28198,Maurizio Lucidi
1294,794,Richard Donner
1295,31640,Bob Rafelson
1296,8744,Kevin Spacey
1297,25189,Barbra Streisand
1298,145,Lars von Trier
1299,2212,Ole Bornedal
1300,199,Jonathan Frakes
1301,7863,Scott Hicks
1302,12498,Billy Bob Thornton
1303,9279,Brian Levant
1304,53234,Michelangelo Antonioni
1305,17204,Bruce Sinofsky
1306,21539,Penny Marshall
1307,85589,Hans Petter Moland
1308,12709,Patrice Leconte
1309,20539,Nicholas Hytner
1310,11674,Stephen Herek
1311,199512,Curzio Malaparte
1312,64900,Claire Denis
1313,1573,Renny Harlin
1314,152,Robert Wise
1315,174,Nicholas Meyer
1316,172,William Shatner
1317,154,Nicholas Meyer
1318,157,Leonard Nimoy
1319,168,Leonard Nimoy
1320,364,Tim Burton
1321,11967,Christopher Cain
1322,9086,Geoff Murphy
1323,621,Randal Kleiser
1324,9037,Patricia Birch
1325,10173,Dwight H. Little
1326,55687,Albert Pyun
1327,168535,Daniel J. Sullivan
1328,8845,Andrew Davis
1329,46681,Joseph H. Lewis
1330,578,Steven Spielberg
1331,579,Jeannot Szwarc
1332,17692,Joe Alves
1333,17795,Peter Segal
1334,75,Tim Burton
1335,13891,Alexander Payne
1336,9390,Cameron Crowe
1337,378,Ethan Coen
1338,10896,Barry Levinson
1339,2322,Phil Alden Robinson
1340,41240,Anjelica Huston
1341,26949,Richard Attenborough
1342,9819,Jerry Zaks
1343,49799,Martin Donovan
1344,31908,Rob Reiner
1345,46027,Sidney Lumet
1346,3179,Mike Judge
1347,1802,Claude Chabrol
1348,4232,Wes Craven
1349,9361,Michael Mann
1350,2928,Nora Ephron
1351,30285,Robert Harling
1352,10549,Kenneth Branagh
1353,58102,Terry George
1354,18451,Dan Ireland
1355,27265,Albert Brooks
1356,49935,André Téchiné
1357,8818,Alan Parker
1358,36758,Jane Campion
1359,36040,Nicolas Roeg
1360,74239,Murray Lerner
1361,9415,Dwight H. Little
1362,55146,Ralph Ziman
1363,303693,Arthur Penn
1364,12145,Robert Young
1365,42424,George T. Miller
1366,34314,Robert Butler
1367,2892,Michael Rymer
1368,9404,Stanley Tong
1369,85242,Roger Christian
1370,9622,Dennis Dugan
1371,8860,Thomas Carter
1372,197537,François Dupeyron
1373,66597,Steven Paul
1374,14832,Andrew Birkin
1375,9619,Roger Donaldson
1376,40506,Peter Baldwin
1377,31000,E. Max Frye
1378,4104,Jeremiah S. Chechik
1379,26306,Steve James
1380,203829,Stefan Schwietert
1381,43775,Juan Carlos Tabío
1382,14908,Bryan Spicer
1383,784,Jan Svěrák
1384,12489,Vondie Curtis-Hall
1385,16448,Christopher Guest
1386,55936,Sergei Bodrov Jr.
1387,17894,Ken Kwapis
1388,28059,Richard Linklater
1389,58911,Craig Rosenberg
1390,17949,R. Paul Miller
1391,1968,Andy Tennant
1392,61563,Paul Schrader
1393,66,Clint Eastwood
1394,20735,Bob Spiers
1395,11419,Stephen Kessler
1396,25796,Carl Reiner
1397,638,David Lynch
1398,25624,John Singleton
1399,9366,Mike Newell
1400,60083,Merzak Allouache
1401,21915,Jeff Pollack
1402,90928,Peter Spirer
1403,50091,Tom DeCerchio
1404,18420,John Irvin
1405,19952,Tamra Davis
1406,9446,John Pasquin
1407,28005,Mira Nair
1408,9403,Betty Thomas
1409,27322,Theodore Witcher
1410,10003,Phillip Noyce
1411,9311,Bille August
1412,11844,Stephen Frears
1413,884,David Cronenberg
1414,49806,Greg Mottola
1415,1624,Tom Shadyac
1416,88423,Rolf de Heer
1417,16052,Gregory Nava
1418,4477,Alan J. Pakula
1419,24662,Mark Dindal
1420,18423,Robert Townsend
1421,76996,Emma-Kate Croghan
1422,6499,David Winning
1423,50512,Bernard Rose
1424,9405,Tsui Hark
1425,12723,Pat O'Connor
1426,9360,Luis Llosa
1427,9434,George Armitage
1428,118991,Leslie Greif
1429,21626,Lynne Stopkewich
1430,13982,Tom Schulman
1431,93946,Angela Pope
1432,77223,Bruce Beresford
1433,31465,Jack Green
1434,12793,Alex Sichel
1435,102878,Seth Zvi Rosenfeld
1436,105763,Nana Dzhordzhadze
1437,9611,David Mirkin
1438,47694,Chen Kaige
1439,10357,Mick Jackson
1440,9977,Peter Duncan
1441,816,Jay Roach
1442,2163,Jonathan Mostow
1443,124680,Gregor Nicholas
1444,16399,Daniel Taplitz
1445,124843,Mo Ogrodnik
1446,31017,Kiefer Sutherland
1447,24645,L.A. Puopolo
1448,49478,Ronny Yu
1449,12499,Ivan Reitman
1450,18,Luc Besson
1451,1811,Gregg Araki
1452,109614,Kevin Bacon
1453,60082,Rusty Cundieff
1454,53023,Agnès Varda
1455,64802,Joe Mantello
1456,11239,Masayuki Suo
1457,50850,Duncan McLachlan
1458,15321,Kevin Allen
1459,2058,Griffin Dunne
1460,9450,Mark Herman
1461,125021,David Hare
1462,330,Steven Spielberg
1463,38523,Jacques Doillon
1464,16375,Steven Soderbergh
1465,33660,Dale Rosenbloom
1466,59232,Emilio Estevez
1467,45671,Clare Peploe
1468,17770,Jonathan Lynn
1469,15170,Caroline Thompson
1470,1701,Simon West
1471,201445,Julia Dyer
1472,26422,Peter Greenaway
1473,124642,Laetitia Masson
1474,1639,Jan de Bont
1475,49235,Robert Patton-Spruill
1476,106129,Adrienne Shelly
1477,107743,Dana Lustig
1478,415,Joel Schumacher
1479,65889,Paul Weiland
1480,11103,Jim Wilson
1481,11970,John Musker
1482,34941,Stephen T. Kay
1483,407992,Yvonne Rainer
1484,8874,P.J. Hogan
1485,17991,Shinya Tsukamoto
1486,11956,Cédric Klapisch
1487,266,Jean-Luc Godard
1488,754,John Woo
1489,37567,Eric Schaeffer
1490,43771,Mohsen Makhmalbaf
1491,124834,Tony Gatlif
1492,249358,Scott Michell
1493,111367,Jean-Luc Godard
1494,607,Barry Sonnenfeld
1495,18080,Martha Coolidge
1496,38225,William Dear
1497,17834,Michael Ritchie
1498,686,Robert Zemeckis
1499,65046,Shirley Barrett
1500,4421,Ridley Scott
1501,9387,John Milius
1502,10603,Sam Weisman
1503,2142,James Mangold
1504,8413,Paul W.S. Anderson
1505,10336,Mark A.Z. Dippé
1506,20737,Charles Martin Smith
1507,9413,Glenn Gordon Caron
1508,14585,Neil LaBute
1509,18519,Sam Pillsbury
1510,49462,Mike Leigh
1511,8834,Richard Donner
1512,9458,Barbet Schroeder
1513,8854,Kenneth Johnson
1514,38295,Nick Cassavetes
1515,22073,Bill Duke
1516,37244,Andy Cadiff
1517,4961,Guillermo del Toro
1518,9416,Brett Ratner
1519,26180,Marco Brambilla
1520,17832,John Nicolella
1521,9772,Wolfgang Petersen
1522,6072,Kevin Reynolds
1523,1669,John McTiernan
1524,468,Gus Van Sant
1525,32519,Tony Vitale
1526,108401,Miguel Arteta
1527,10806,Frank Oz
1528,9433,Lee Tamahori
1529,6623,Mimi Leder
1530,2118,Curtis Hanson
1531,978,Jean-Jacques Annaud
1532,9437,Gary Fleder
1533,29461,"George Tillman, Jr."
1534,56651,Matthew Harrison
1535,10351,Robert Kurtzman
1536,66588,Jocelyn Moorhouse
1537,2649,David Fincher
1538,14289,Félix Enríquez Alcalá
1539,10155,Oliver Stone
1540,75250,John Patrick Kelley
1541,20457,Mark Joffe
1542,18355,Christian Duguay
1543,33657,Keith Samples
1544,55306,Victor Nunez
1545,68924,Ang Lee
1546,36434,Gavin Wilding
1547,2255,Kevin Smith
1548,28353,Lionel C. Martin
1549,9427,Peter Cattaneo
1550,172545,Nancy Meckler
1551,17589,John Madden
1552,3597,Jim Gillespie
1553,1813,Taylor Hackford
1554,36797,Stuart Gillard
1555,12628,Andy Wilson
1556,33344,Mark Waters
1557,25099,Errol Morris
1558,45019,Agnieszka Holland
1559,63437,Guy Ferland
1560,62422,Jim Jarmusch
1561,782,Andrew Niccol
1562,29911,Charles Sturridge
1563,9827,Joe Chappelle
1564,1959,Beeban Kidron
1565,251481,John O'Hagan
1566,8067,Danny Boyle
1567,125052,Morgan J. Freeman
1568,45153,Kasi Lemmons
1569,10871,Jeb Stuart
1570,14398,Jim Kouf
1571,10890,Ivan Reitman
1572,99002,Claire Denis
1573,1281,Mel Smith
1574,32332,Robert Downey Sr.
1575,9770,Costa-Gavras
1576,12616,Mike Figgis
1577,34838,Sally Potter
1578,14905,Michael Winterbottom
1579,14583,Jonas Pate
1580,11975,Francis Ford Coppola
1581,4995,Paul Thomas Anderson
1582,9281,Peter Weir
1583,45928,John Badham
1584,563,Paul Verhoeven
1585,61337,Sidney Lumet
1586,19931,Wayne Wang
1587,31535,Alex Zamm
1588,10215,Peter Howitt
1589,9823,John R. Leonetti
1590,37165,Peter Weir
1591,45609,Iain Softley
1592,38904,Marleen Gorris
1593,45565,Billy Hopkins
1594,9407,Jon Avnet
1595,4824,Michael Caton-Jones
1596,9444,Don Bluth
1597,9414,Jon Amiel
1598,8078,Jean-Pierre Jeunet
1599,29938,Scott Harris
1600,11831,Steven Spielberg
1601,2895,Robert Duvall
1602,39177,Agnès Merlet
1603,19601,Sean Mathias
1604,124606,Ash Baron-Cohen
1605,42832,Louis Saïa
1606,22797,Neil Jordan
1607,2639,Woody Allen
1608,9574,Les Mayfield
1609,10371,Bryan Spicer
1610,489,Gus Van Sant
1611,167738,Michael Lindsay-Hogg
1612,9714,Raja Gosnell
1613,170430,Martin Kitrosser
1614,8197,Clint Eastwood
1615,6283,Gore Verbinski
1616,49728,Cindy Sherman
1617,4233,Wes Craven
1618,191874,Rodney Gibbons
1619,10217,Atom Egoyan
1620,438108,Bret McCormick
1621,597,James Cameron
1622,714,Roger Spottiswoode
1623,52537,Seth Michael Donsky
1624,12799,Gaël Morel
1625,62394,Richard Friedenberg
1626,9922,Kevin Costner
1627,547,Robert Redford
1628,25994,Alan Rickman
1629,184,Quentin Tarantino
1630,9746,Martin Scorsese
1631,9438,Stanley Tong
1632,115,Joel Coen
1633,26941,Alan Rudolph
1634,27103,Alain Berliner
1635,9410,Alfonso Cuarón
1636,32302,Sean McNamara
1637,216794,George Mendeluk
1638,88863,Darin Scott
1639,154821,Joseph Dorman
1640,41417,Dean Semler
1641,12538,Penelope Spheeris
1642,586,Barry Levinson
1643,2666,Alex Proyas
1644,46338,John Duigan
1645,54007,Manny Coto
1646,11258,Mikael Salomon
1647,9490,Tamra Davis
1648,9411,Gregory Hoblit
1649,25719,Stefan Schwartz
1650,9033,Greg Spence
1651,11220,Wong Kar-wai
1652,21253,Bruno Barreto
1653,6116,Bob Spiers
1654,9457,Stephen Sommers
1655,281289,Brian Evans
1656,43911,Bret Michaels
1657,39424,Charlie Peters
1658,44361,Alexander Sokurov
1659,11702,Antoine Fuqua
1660,2923,Michael Radford
1661,12238,Mark Pavia
1662,11568,John Landis
1663,41577,Shinya Tsukamoto
1664,66894,Millicent Shelton
1665,11003,Frank Coraci
1666,10153,Barry Levinson
1667,49645,Michael Paxton
1668,47112,Robert Dornhelm
1669,102732,Roberto Benabib
1670,30949,Volker Schlöndorff
1671,2898,James L. Brooks
1672,9558,Abel Ferrara
1673,320011,Kari Skogland
1674,26269,Robert Benton
1675,11808,Stuart Baird
1676,6970,Stephan Elliott
1677,47452,Richard Kwietniowski
1678,18205,Jorge Fons
1679,36943,Zalman King
1680,21736,Greg MacGillivray
1681,17941,Jonathan Darby
1682,10668,Peter O'Fallon
1683,9313,Randall Wallace
1684,42807,Richard Linklater
1685,617,John McNaughton
1686,36568,John Roberts
1687,37272,John N. Smith
1688,5910,Takeshi Kitano
1689,9440,Mike Nichols
1690,53092,Bob Gosse
1691,32911,M. Night Shyamalan
1692,44308,Boaz Yakin
1693,124821,Howard Goldberg
1694,32456,James Toback
1695,93350,Edward Burns
1696,62695,Jonathan Demme
1697,32144,Lesli Linka Glatter
1698,17127,Nicholas Hytner
1699,40688,Steve Boyum
1700,17133,Stephen Gyllenhaal
1701,19848,Ice Cube
1702,17644,Steve Gomer
1703,1774,Michael Moore
1704,30265,Wayne Wang
1705,2157,Stephen Hopkins
1706,70581,Craig Lahiff
1707,8838,Harold Becker
1708,29193,David Mamet
1709,795,Brad Silberling
1710,16980,Whit Stillman
1711,27472,Howard Deutch
1712,47881,Michael Lehmann
1713,9469,Spike Lee
1714,12488,Robert Altman
1715,98499,Nick Gomez
1716,81367,Barnet Kellman
1717,267,Pedro Almodóvar
1718,16148,Jake Kasdan
1719,21252,Gary Oldman
1720,73135,John Johnson
1721,9449,Peter Hewitt
1722,6264,Anthony Hickox
1723,90414,Julie Davis
1724,188870,David DeCoteau
1725,215373,Juan José Campanella
1726,78149,Arthur Hiller
1727,15513,Doug Ellin
1728,31220,Todd Holland
1729,13907,Nick Broomfield
1730,29825,Tom DiCillo
1731,10622,Sammo Hung
1732,30020,Abbas Kiarostami
1733,17139,Mike van Diem
1734,34582,Pål Sletaune
1735,10216,Peter Medak
1736,9771,John Warren
1737,24560,Larry David
1738,76330,Barbara Kopple
1739,9448,Kirk Wong
1740,38618,Carl Schenkel
1741,18316,Kevin Hooks
1742,78373,Tim McCanlies
1743,77514,Vyacheslav Krishtofovich
1744,49474,Michael Winterbottom
1745,4415,Bille August
1746,39467,James F. Robinson
1747,55561,Jill Sprecher
1748,8656,Mimi Leder
1749,209345,Rodney Gibbons
1750,58680,Daisy von Scherler Mayer
1751,35161,Thom Fitzgerald
1752,35796,John Duigan
1753,18937,Frederik Du Chau
1754,929,Roland Emmerich
1755,9452,Warren Beatty
1756,1878,Terry Gilliam
1757,9844,Don Roos
1758,40505,Michael Martin
1759,14342,Christopher Guest
1760,9715,Forest Whitaker
1761,26610,Erik Skjoldbjærg
1762,20064,Antonio Tibaldi
1763,40961,Scott Reynolds
1764,1965,Andrew Davis
1765,312,Caroline Link
1766,6068,Ivan Reitman
1767,15037,Deborah Kaplan
1768,50043,Des McAnuff
1769,37636,Lisa Cholodenko
1770,17044,David Leland
1771,60951,Lavinia Currier
1772,21334,Majid Majidi
1773,416437,Tim Kirkman
1774,32284,Tiffanie DeBartolo
1775,51955,Christopher Scott Cherot
1776,37410,Hal Hartley
1777,47481,Manuel Pradal
1778,53765,Noah Baumbach
1779,10674,Barry Cook
1780,136134,Marc Evans
1781,846,Rob Bowman
1782,12655,Paddy Breathnach
1783,3050,Betty Thomas
1784,1389,Steven Soderbergh
1785,11020,Peter Weir
1786,20862,Chris Eyre
1787,108548,Manoel de Oliveira
1788,9464,Vincent Gallo
1789,95,Michael Bay
1790,944,Richard Donner
1791,35680,Daisy von Scherler Mayer
1792,11551,Joe Dante
1793,473,Darren Aronofsky
1794,102304,Susan Skoog
1795,544,Peter Farrelly
1796,10513,Edward D. Wood Jr.
1797,28966,William A. Wellman
1798,65203,Harry Beaumont
1799,143,Lewis Milestone
1800,42861,Wesley Ruggles
1801,33680,Edmund Goulding
1802,56164,Frank Lloyd
1803,12311,Frank Lloyd
1804,43277,Robert Z. Leonard
1805,43278,William Dieterle
1806,34106,Frank Capra
1807,43266,John Ford
1808,27367,William Wyler
1809,17661,Leo McCarey
1810,28580,Billy Wilder
1811,887,William Wyler
1812,33667,Elia Kazan
1813,23383,Laurence Olivier
1814,25430,Robert Rossen
1815,27191,Cecil B. DeMille
1816,11426,Fred Zinnemann
1817,654,Elia Kazan
1818,15919,Delbert Mann
1819,1725,Robert Wise
1820,5769,Tony Richardson
1821,874,Fred Zinnemann
1822,10633,Norman Jewison
1823,17917,Carol Reed
1824,3116,John Schlesinger
1825,1051,William Friedkin
1826,1366,John G. Avildsen
1827,12102,Robert Benton
1828,16619,Robert Redford
1829,9443,Hugh Hudson
1830,11050,James L. Brooks
1831,606,Sydney Pollack
1832,746,Bernardo Bertolucci
1833,380,Barry Levinson
1834,403,Bruce Beresford
1835,11485,Woody Allen
1836,466,Alan J. Pakula
1837,13820,Alex Cox
1838,15389,Whit Stillman
1839,13597,Jim Henson
1840,2108,John Hughes
1841,10014,Jack Sholder
1842,10072,Chuck Russell
1843,10131,Renny Harlin
1844,10160,Stephen Hopkins
1845,11284,Rachel Talalay
1846,4488,Sean S. Cunningham
1847,9725,Steve Miner
1848,9728,Steve Miner
